10997	Anthony Hamilton	http://dbpedia.org/resource/Anthony_Hamilton_(musician)
10999	Hopesfall	http://dbpedia.org/resource/Hopesfall
10990	Vanessa Amorosi	http://dbpedia.org/resource/Vanessa_Amorosi
10992	Swedish House Mafia	http://dbpedia.org/resource/Swedish_House_Mafia
10995	Camisa de Vênus	http://dbpedia.org/resource/Camisa_de_V%C3%AAnus
3	Carpathian Forest	http://dbpedia.org/resource/Carpathian_Forest
2	Diary of Dreams	http://dbpedia.org/resource/Diary_of_Dreams
1	MALICE MIZER	http://dbpedia.org/resource/Malice_Mizer
7	Marilyn Manson	http://dbpedia.org/resource/Marilyn_Manson
6	Moonspell	http://dbpedia.org/resource/Moonspell
5	Bella Morte	http://dbpedia.org/resource/Bella_Morte
4	Moi dix Mois	http://dbpedia.org/resource/Moi_dix_Mois
9	Combichrist	http://dbpedia.org/resource/Combichrist
8	DIR EN GREY	http://dbpedia.org/resource/Dir_En_Grey
10956	Before the Dawn	http://dbpedia.org/resource/Before_the_Dawn_(band)
10955	Andrew W.K.	http://dbpedia.org/resource/Andrew_W.K.
10958	Helltrain	http://dbpedia.org/resource/Helltrain
10957	Wolfchant	http://dbpedia.org/resource/Wolfchant
10961	Embrace	http://dbpedia.org/resource/Embraced_(band)
10960	Jam & Spoon	http://dbpedia.org/resource/Jam_&_Spoon
10964	T. Mills	http://dbpedia.org/resource/T._Mills
10969	Françoise Hardy	http://dbpedia.org/resource/Fran%C3%A7oise_Hardy
10968	Rino Gaetano	http://dbpedia.org/resource/Rino_Gaetano
10972	The Mooney Suzuki	http://dbpedia.org/resource/The_Mooney_Suzuki
10971	Keith Moon	http://dbpedia.org/resource/Keith_Moon
10973	Draconian	http://dbpedia.org/resource/Draconian_(band)
10970	Fairport Convention	http://dbpedia.org/resource/Fairport_Convention
10979	Mandragora Scream	http://dbpedia.org/resource/Mandragora_Scream
10976	The LoveCrave	http://dbpedia.org/resource/The_LoveCrave
10978	Dark Princess	http://dbpedia.org/resource/Dark_Princess_(band)
10977	My Ruin	http://dbpedia.org/resource/My_Ruin
10984	Black Gold	http://dbpedia.org/resource/Black_Gold_(band)
10983	Brendon Urie	http://dbpedia.org/resource/Brendon_Urie
10982	Lullacry	http://dbpedia.org/resource/Lullacry
10981	Betty X	http://dbpedia.org/resource/Betty_X
10980	Trail of Tears	http://dbpedia.org/resource/Trail_of_Tears_(band)
10988	Kayah	http://dbpedia.org/resource/Kayahan
10918	Bebel Gilberto	http://dbpedia.org/resource/Bebel_Gilberto
10917	David Garrett	http://dbpedia.org/resource/David_Garrett_(musician)
10919	Artist Vs Poet	http://dbpedia.org/resource/Artist_vs_Poet
10924	Sing It Loud	http://dbpedia.org/resource/Sing_it_Loud
10926	ALI PROJECT	http://dbpedia.org/resource/Ali_Project
10921	Josephine Collective	http://dbpedia.org/resource/Josephine_Collective
10923	Brighten	http://dbpedia.org/resource/Brighten
10908	Hindi Zahra	http://dbpedia.org/resource/Hindi_Zahra
10907	Damien Saez	http://dbpedia.org/resource/Damien_Saez
10906	Peter Cincotti	http://dbpedia.org/resource/Peter_Cincotti
10913	Matt Dusk	http://dbpedia.org/resource/Matt_Dusk
10912	Balkan Beat Box	http://dbpedia.org/resource/Balkan_Beat_Box
10910	Keziah Jones	http://dbpedia.org/resource/Keziah_Jones
10939	Vanilla Unity	http://dbpedia.org/resource/Vanilla_Unity
10943	Chester French	http://dbpedia.org/resource/Chester_French
10941	school food punishment	http://dbpedia.org/resource/School_Food_Punishment
10894	Peste Noire	http://dbpedia.org/resource/Peste_Noire
10895	Gorod	http://dbpedia.org/resource/Gorod_(band)
10897	Farben Lehre	http://dbpedia.org/resource/Farben_Lehre
10891	Charles Mingus	http://dbpedia.org/resource/Charles_Mingus
10870	Beseech	http://dbpedia.org/resource/Beseech
10871	D-Bo	http://dbpedia.org/resource/D-Bo
10885	Fler	http://dbpedia.org/resource/Fler
10859	Orgy	http://dbpedia.org/resource/Orgy_(band)
10857	Stabbing Westward	http://dbpedia.org/resource/Stabbing_Westward
10851	Soul Asylum	http://dbpedia.org/resource/Soul_Asylum
10867	For My Pain...	http://dbpedia.org/resource/For_My_Pain...
10865	Lunatica	http://dbpedia.org/resource/Lunatica
10864	Entwine	http://dbpedia.org/resource/Entwine
10833	Edge of Sanity	http://dbpedia.org/resource/Edge_of_Sanity
10837	Matthew Good	http://dbpedia.org/resource/Matthew_Good
10836	Working for a Nuclear Free City	http://dbpedia.org/resource/Working_for_a_Nuclear_Free_City
10831	Amesoeurs	http://dbpedia.org/resource/Amesoeurs
10830	Ass	http://dbpedia.org/resource/Gass_(band)
10829	Pekka Pohjola	http://dbpedia.org/resource/Pekka_Pohjola
10849	Daisuke Ishiwatari	http://dbpedia.org/resource/Daisuke_Ishiwatari
10848	Minutemen	http://dbpedia.org/resource/Minutemen_(band)
10847	The Replacements	http://dbpedia.org/resource/The_Replacements_(band)
10842	The Blizzard	http://dbpedia.org/resource/The_Blizzards
11948	Dan Le Sac vs Scroobius Pip	http://dbpedia.org/resource/Dan_le_sac_Vs_Scroobius_Pip
11953	Jandek	http://dbpedia.org/resource/Jandek
11950	Bromheads Jacket	http://dbpedia.org/resource/Bromheads_Jacket
11959	Jana Hunter	http://dbpedia.org/resource/Jana_Hunter
11958	Vic Chesnutt	http://dbpedia.org/resource/Vic_Chesnutt
11957	The Frogs	http://dbpedia.org/resource/The_Frogs_(band)
11956	Tammy Wynette	http://dbpedia.org/resource/Tammy_Wynette
11955	Juliana Hatfield	http://dbpedia.org/resource/Juliana_Hatfield
11954	Lisa Germano	http://dbpedia.org/resource/Lisa_Germano
11918	John Mayall & The Bluesbreakers	http://dbpedia.org/resource/John_Mayall_&_The_Bluesbreakers
11919	Bessie Smith	http://dbpedia.org/resource/Bessie_Smith
11920	R.L. Burnside	http://dbpedia.org/resource/R.L._Burnside
11922	Jimmy Rogers	http://dbpedia.org/resource/Jimmy_Rogers
11921	James Cotton	http://dbpedia.org/resource/James_Cotton
11923	Roy Buchanan	http://dbpedia.org/resource/Roy_Buchanan
11926	Dr. John	http://dbpedia.org/resource/Dr._John
11925	Bryan Lee	http://dbpedia.org/resource/Bryan_Lee
11928	Ric Ocasek	http://dbpedia.org/resource/Ric_Ocasek
11927	Ry Cooder	http://dbpedia.org/resource/Ry_Cooder
11929	Billy Currie	http://dbpedia.org/resource/Billy_Currie
11930	Toyah	http://dbpedia.org/resource/Toyah_(band)
11935	Jorge Ben	http://dbpedia.org/resource/Jorge_Ben
11933	Generation X	http://dbpedia.org/resource/Generation_X_(band)
11932	Nits	http://dbpedia.org/resource/Nits_(band)
11936	Nasum	http://dbpedia.org/resource/Nasum
11987	Coalesce	http://dbpedia.org/resource/Coalesce_(band)
11988	Smoking Popes	http://dbpedia.org/resource/Smoking_Popes
11983	The Hood Internet	http://dbpedia.org/resource/The_Hood_Internet
11984	Doug Benson	http://dbpedia.org/resource/Doug_Benson
11985	Grade	http://dbpedia.org/resource/Grade_(band)
11986	Combatwoundedveteran	http://dbpedia.org/resource/Combatwoundedveteran
11981	Pg.99	http://dbpedia.org/resource/Pg._99
11982	Doomriders	http://dbpedia.org/resource/Doomriders
11998	Denali	http://dbpedia.org/resource/Denali_(band)
11994	Trap Them	http://dbpedia.org/resource/Trap_Them
11995	Electrovamp	http://dbpedia.org/resource/Electrovamp
11993	Neil on Impression	http://dbpedia.org/resource/Neil_on_Impression
11991	David Cross	http://dbpedia.org/resource/David_Cross
11965	The Angels of Light	http://dbpedia.org/resource/The_Angels_of_Light
11966	Robert Fripp	http://dbpedia.org/resource/Robert_Fripp
11967	Smegma	http://dbpedia.org/resource/Smegma_(band)
11968	Mark Kozelek	http://dbpedia.org/resource/Mark_Kozelek
11960	Negativland	http://dbpedia.org/resource/Negativland
11961	Ray Price	http://dbpedia.org/resource/Ray_Price
11962	Lower Dens	http://dbpedia.org/resource/Lower_Dens
11963	The Slits	http://dbpedia.org/resource/The_Slits
11978	Torche	http://dbpedia.org/resource/Torche
11979	Murder by Death	http://dbpedia.org/resource/Murder_by_Death_(band)
11977	Cave In	http://dbpedia.org/resource/Cave_In
11970	Yoko Ono	http://dbpedia.org/resource/Yoko_Ono
11971	Sarah Blasko	http://dbpedia.org/resource/Sarah_Blasko
36	KMFDM	http://dbpedia.org/resource/KMFDM
34	Icon of Coil	http://dbpedia.org/resource/Icon_of_Coil
39	Sopor Aeternus & The Ensemble of Shadows	http://dbpedia.org/resource/Sopor_Aeternus_&_the_Ensemble_of_Shadows
37	Funker Vogt	http://dbpedia.org/resource/Funker_Vogt
38	Dawn of Ashes	http://dbpedia.org/resource/Dawn_of_Ashes
41	God Module	http://dbpedia.org/resource/God_Module
40	The Faint	http://dbpedia.org/resource/The_Faint
23	The Kovenant	http://dbpedia.org/resource/The_Kovenant
24	Feindflug	http://dbpedia.org/resource/Feindflug
25	Cradle of Filth	http://dbpedia.org/resource/Cradle_Of_Filth
26	Tamtrum	http://dbpedia.org/resource/Tamtrum
27	Laibach	http://dbpedia.org/resource/Laibach_(band)
28	Gorgoroth	http://dbpedia.org/resource/Gorgoroth
30	And One	http://dbpedia.org/resource/And_One
32	Covenant	http://dbpedia.org/resource/Covenant_(band)
31	Amduscia	http://dbpedia.org/resource/Amduscia
17	Psyclon Nine	http://dbpedia.org/resource/Psyclon_Nine
18	The Crüxshadows	http://dbpedia.org/resource/The_Cr%C3%BCxshadows
15	Dimmu Borgir	http://dbpedia.org/resource/Dimmu_Borgir
16	London After Midnight	http://dbpedia.org/resource/London_After_Midnight_(band)
13	Hocico	http://dbpedia.org/resource/Hocico
11	Agonoize	http://dbpedia.org/resource/Agonoize
12	Behemoth	http://dbpedia.org/resource/Behemoth_(band)
20	Limbonic Art	http://dbpedia.org/resource/Limbonic_Art_(band)
10	Grendel	http://dbpedia.org/resource/Grendel_(band)
11910	The Electric Soft Parade	http://dbpedia.org/resource/The_Electric_Soft_Parade
79	Fiction Factory	http://dbpedia.org/resource/Fiction_Factory
11911	Findlay Brown	http://dbpedia.org/resource/Findlay_Brown
78	The Adventures	http://dbpedia.org/resource/The_Adventures
11912	RPA & The United Nations of Sound	http://dbpedia.org/resource/RPA_&_The_United_Nations_of_Sound
77	George Michael	http://dbpedia.org/resource/George_Michael
11913	Todd Rundgren	http://dbpedia.org/resource/Todd_Rundgren
11915	Cerys Matthews	http://dbpedia.org/resource/Cerys_Matthews
11916	Bonnie Raitt	http://dbpedia.org/resource/Bonnie_Raitt
11917	Jonny Lang	http://dbpedia.org/resource/Jonny_Lang
82	Marc Almond	http://dbpedia.org/resource/Marc_Almond
83	Cock Robin	http://dbpedia.org/resource/Cock_Robin_(band)
80	Groove Armada	http://dbpedia.org/resource/Groove_Armada
81	Portishead	http://dbpedia.org/resource/Portishead_(band)
11909	Fyfe Dangerfield	http://dbpedia.org/resource/Fyfe_Dangerfield
86	Katie Melua	http://dbpedia.org/resource/Katie_Melua
87	Deacon Blue	http://dbpedia.org/resource/Deacon_Blue
84	Cut Copy	http://dbpedia.org/resource/Cut_Copy
85	Spandau Ballet	http://dbpedia.org/resource/Spandau_Ballet
11901	Loop	http://dbpedia.org/resource/Loop_(band)
66	Faithless	http://dbpedia.org/resource/Faithless
11902	Spooncurve	http://dbpedia.org/resource/Spooncurve
69	Sade	http://dbpedia.org/resource/Sade_(band)
68	Icehouse	http://dbpedia.org/resource/Icehouse_(band)
11900	Low	http://dbpedia.org/resource/Low_(band)
11905	Destroyalldreamers	http://dbpedia.org/resource/Destroyalldreamers
11906	Nachtmystium	http://dbpedia.org/resource/Nachtmystium
11903	Mahogany	http://dbpedia.org/resource/Mahogany_(band)
11904	Monster Movie	http://dbpedia.org/resource/Monster_Movie_(band)
70	Moby	http://dbpedia.org/resource/Moby
72	Depeche Mode	http://dbpedia.org/resource/Depeche_Mode
74	Basia	http://dbpedia.org/resource/Basia
75	Camouflage	http://dbpedia.org/resource/Camouflage_(band)
76	Electronic	http://dbpedia.org/resource/Electronic_(band)
59	New Order	http://dbpedia.org/resource/New_Order
58	Goldfrapp	http://dbpedia.org/resource/Goldfrapp
57	Thievery Corporation	http://dbpedia.org/resource/Thievery_Corporation
56	Daft Punk	http://dbpedia.org/resource/Daft_Punk
55	Kylie Minogue	http://dbpedia.org/resource/Kylie_Minogue
65	Coldplay	http://dbpedia.org/resource/Coldplay
62	Prefab Sprout	http://dbpedia.org/resource/Prefab_Sprout
60	Matt Bianco	http://dbpedia.org/resource/Matt_Bianco
61	Talk Talk	http://dbpedia.org/resource/Talk_Talk
49	Reaper	http://dbpedia.org/resource/Reaper_(band)
48	Anorexia Nervosa	http://dbpedia.org/resource/Anorexia_Nervosa_(band)
45	Mindless Self Indulgence	http://dbpedia.org/resource/Mindless_Self_Indulgence
44	Das Ich	http://dbpedia.org/resource/Das_Ich
47	Emperor	http://dbpedia.org/resource/Emperor
51	Duran Duran	http://dbpedia.org/resource/Duran_duran
52	Morcheeba	http://dbpedia.org/resource/Morcheeba
53	Air	http://dbpedia.org/resource/AiRI
54	Hooverphonic	http://dbpedia.org/resource/Hooverphonic
50	Gothminister	http://dbpedia.org/resource/Gothminister
10820	Aereogramme	http://dbpedia.org/resource/Aereogramme
10824	David Hodges	http://dbpedia.org/resource/David_Hodges
10825	Noctura	http://dbpedia.org/resource/Noctura
10827	Amy Lee	http://dbpedia.org/resource/Amy_Lee
10828	Mostly Autumn	http://dbpedia.org/resource/Mostly_Autumn
10809	miss A	http://dbpedia.org/resource/Miss_A
10807	SuG	http://dbpedia.org/resource/Sug
10812	Jarboe	http://dbpedia.org/resource/Jarboe
10811	Janne Da Arc	http://dbpedia.org/resource/Janne_Da_Arc
10804	Blitz	http://dbpedia.org/resource/Blitz_(band)
99	INXS	http://dbpedia.org/resource/INXS
98	Japan	http://dbpedia.org/resource/Japan_(band)
96	Fleetwood Mac	http://dbpedia.org/resource/Fleetwood_Mac
95	Simply Red	http://dbpedia.org/resource/Simply_Red
93	Jean-Michel Jarre	http://dbpedia.org/resource/Jean_Michel_Jarre
92	Vitamin Z	http://dbpedia.org/resource/Vitamin_Z
91	Nik Kershaw	http://dbpedia.org/resource/Nik_Kershaw
90	Kosheen	http://dbpedia.org/resource/Kosheen
88	Gorillaz	http://dbpedia.org/resource/Gorillaz
89	Lady Gaga	http://dbpedia.org/resource/Lady_Gaga
10708	Lyapis Trubetskoy	http://dbpedia.org/resource/Lyapis_Trubetskoy
10709	Laurent Wolf	http://dbpedia.org/resource/Laurent_Wolf
14998	Legacy Five	http://dbpedia.org/resource/Legacy_Five
10712	Hotwire	http://dbpedia.org/resource/Hotwire_(band)
12850	16bit	http://dbpedia.org/resource/16bit
14993	The Perrys	http://dbpedia.org/resource/The_Perrys
12854	High Contrast	http://dbpedia.org/resource/High_Contrast
10715	The Outfield	http://dbpedia.org/resource/The_Outfield
10718	The Datsuns	http://dbpedia.org/resource/The_Datsuns
10717	Juan Luis Guerra	http://dbpedia.org/resource/Juan_Luis_Guerra
10719	Arms and Sleepers	http://dbpedia.org/resource/Arms_and_Sleepers
12868	Quantic	http://dbpedia.org/resource/Quantic_(musician)
12867	Union Jack	http://dbpedia.org/resource/Union_Jack_(band)
10720	We Have Band	http://dbpedia.org/resource/We_Have_Band
10724	Ken	http://dbpedia.org/resource/KEN_(band)
10722	Sexy Sushi	http://dbpedia.org/resource/Sexy_Sushi
12864	Rufige Kru	http://dbpedia.org/resource/Rufige_Kru
10729	Gotye	http://dbpedia.org/resource/Gotye
12865	Nanotek	http://dbpedia.org/resource/Nanotek
10738	Lali Puna	http://dbpedia.org/resource/Lali_Puna
12876	Matt Darey	http://dbpedia.org/resource/Matt_Darey
10737	Blindside	http://dbpedia.org/resource/Blindside_(band)
12872	Dyke & The Blazers	http://dbpedia.org/resource/Dyke_and_the_Blazers
10736	Trouble Over Tokyo	http://dbpedia.org/resource/Trouble_Over_Tokyo
10743	Dolly Mixture	http://dbpedia.org/resource/Dolly_Mixture_(band)
10742	The Germs	http://dbpedia.org/resource/The_Germs
10740	Blackmail	http://dbpedia.org/resource/Blackmail_(band)
12886	The Five Du-Tones	http://dbpedia.org/resource/The_Five_Du-Tones
10749	The Sex Pistols	http://dbpedia.org/resource/The_Sex_Pistols
10748	The Seeds	http://dbpedia.org/resource/The_Seeds
12882	Salt	http://dbpedia.org/resource/Salt_(band)
10747	Marine Girls	http://dbpedia.org/resource/Marine_Girls
10746	The Weirdos	http://dbpedia.org/resource/The_Weirdos
10745	The Standells	http://dbpedia.org/resource/The_Standells
12883	Johnny Jones And The King Casuals	http://dbpedia.org/resource/Johnny_Jones_and_the_King_Casuals
10744	The Spits	http://dbpedia.org/resource/The_Spits
12890	Bliss	http://dbpedia.org/resource/Bliss_(band)
10755	The Templars	http://dbpedia.org/resource/The_Templars_(band)
10756	Television Personalities	http://dbpedia.org/resource/Television_Personalities
10757	Slaughter and The Dogs	http://dbpedia.org/resource/Slaughter_and_the_Dogs
10758	The Carpettes	http://dbpedia.org/resource/The_Carpettes
10759	Adolescents	http://dbpedia.org/resource/Adolescents_(band)
12897	Duck Sauce	http://dbpedia.org/resource/Duck_Sauce
10750	The Lurkers	http://dbpedia.org/resource/The_Lurkers
10751	The Barbarians	http://dbpedia.org/resource/The_Barbarians_(band)
10753	Sham 69	http://dbpedia.org/resource/Sham_69
10754	The Music Machine	http://dbpedia.org/resource/The_Music_Machine
10768	Razor	http://dbpedia.org/resource/Razor_(band)
10769	Evildead	http://dbpedia.org/resource/Evildead
10766	The Monochrome Set	http://dbpedia.org/resource/The_Monochrome_Set
10767	Richard Hell & The Voidoids	http://dbpedia.org/resource/Richard_Hell_&_the_Voidoids
10761	The Adverts	http://dbpedia.org/resource/The_Adverts
10764	The Dictators	http://dbpedia.org/resource/The_Dictators
10763	Big Boys	http://dbpedia.org/resource/Big_Boys
10777	Angel Witch	http://dbpedia.org/resource/Angel_Witch
10778	Aubrey O'Day	http://dbpedia.org/resource/Aubrey_O'Day
10773	Tank	http://dbpedia.org/resource/Tank_(band)
10775	Whiplash	http://dbpedia.org/resource/Whiplash_(band)
10776	Tygers of Pan Tang	http://dbpedia.org/resource/Tygers_of_Pan_Tang
10770	Raven	http://dbpedia.org/resource/Raven_(band)
10771	Holy Moses	http://dbpedia.org/resource/Holy_Moses
10772	Dark Angel	http://dbpedia.org/resource/Dark_Angel_(band)
10784	LoveHateHero	http://dbpedia.org/resource/Lovehatehero
10794	X-Mal Deutschland	http://dbpedia.org/resource/X-Mal_Deutschland
10793	Michale Graves	http://dbpedia.org/resource/Michale_Graves
10799	Polara	http://dbpedia.org/resource/Polara_(band)
12806	DaizyStripper	http://dbpedia.org/resource/Daizystripper
12805	SCREW	http://dbpedia.org/resource/Screw_(band)
12804	Phantasmagoria	http://dbpedia.org/resource/Phantasmagoria_(band)
12803	ViViD	http://dbpedia.org/resource/Vivid_(band)
12811	UnsraW	http://dbpedia.org/resource/Unsraw
12812	9GOATS BLACK OUT	http://dbpedia.org/resource/9Goats_Black_Out
12813	THE KIDDIE	http://dbpedia.org/resource/The_Kiddie
12817	The Communards	http://dbpedia.org/resource/The_Communards
12821	Telepathe	http://dbpedia.org/resource/Telepathe
12823	Ashra	http://dbpedia.org/resource/Ashra_(band)
12824	Beangrowers	http://dbpedia.org/resource/Beangrowers
12827	Johannes Schmoelling	http://dbpedia.org/resource/Johannes_Schmoelling
12828	Peter Baumann	http://dbpedia.org/resource/Peter_Baumann
12831	Harem Scarem	http://dbpedia.org/resource/Harem_Scarem
12832	Parni Valjak	http://dbpedia.org/resource/Parni_valjak
12833	Crvena Jabuka	http://dbpedia.org/resource/Crvena_Jabuka
12838	Caspa	http://dbpedia.org/resource/Caspa
12839	Sub Focus	http://dbpedia.org/resource/Sub_Focus
12834	Brad	http://dbpedia.org/resource/Brad_(band)
12835	Stone Gossard	http://dbpedia.org/resource/Stone_Gossard
12836	Prljavo Kazalište	http://dbpedia.org/resource/Prljavo_kazali%C5%A1te
12841	The Sect	http://dbpedia.org/resource/The_Section_(band)
12842	Borgore	http://dbpedia.org/resource/Borgore
12840	Mistabishi	http://dbpedia.org/resource/Mistabishi
10702	Nadia Ali	http://dbpedia.org/resource/Nadia_Ali
10703	Dakota	http://dbpedia.org/resource/Dakota_(band)
10705	The Sound of Arrows	http://dbpedia.org/resource/The_Sound_of_Arrows
12990	Laura Izibor	http://dbpedia.org/resource/Laura_Izibor
10609	Titus Andronicus	http://dbpedia.org/resource/Titus_Andronicus_(band)
12998	Superdrag	http://dbpedia.org/resource/Superdrag
12997	Cotton Mather	http://dbpedia.org/resource/Cotton_Mather_(band)
10616	Bear in Heaven	http://dbpedia.org/resource/Bear_in_Heaven
10619	Gluecifer	http://dbpedia.org/resource/Gluecifer
10618	Shout Out Louds	http://dbpedia.org/resource/Shout_Out_Louds
12994	Deee-Lite	http://dbpedia.org/resource/Deee-Lite
10613	Carissa's Wierd	http://dbpedia.org/resource/Carissa's_Wierd
12993	Anna Calvi	http://dbpedia.org/resource/Anna_Calvi
10612	Das Racist	http://dbpedia.org/resource/Das_Racist
12992	Kathryn Williams	http://dbpedia.org/resource/Kathryn_Williams
10615	Wavves	http://dbpedia.org/resource/Wavves
12991	Sarah Jaffe	http://dbpedia.org/resource/Sarah_Jaffe
10614	High Places	http://dbpedia.org/resource/High_Places
10611	Fang Island	http://dbpedia.org/resource/Fang_Island
10610	Menomena	http://dbpedia.org/resource/Menomena
10627	Andy Williams	http://dbpedia.org/resource/Andy_Williams
10626	Cliff Richard	http://dbpedia.org/resource/Cliff_Richard
10625	Andy Bell	http://dbpedia.org/resource/Andy_Bell_(musician)
10624	Joni James	http://dbpedia.org/resource/Joni_James
10622	Welle:Erdball	http://dbpedia.org/resource/Welle:_Erdball
10621	Paul Anka	http://dbpedia.org/resource/Paul_Anka
10620	MC5	http://dbpedia.org/resource/MC5
12976	Zola Jesus	http://dbpedia.org/resource/Zola_Jesus
12975	16Volt	http://dbpedia.org/resource/16Volt
12974	Love of Diagrams	http://dbpedia.org/resource/Love_of_Diagrams
12973	Babyland	http://dbpedia.org/resource/Babyland
12978	Dum Dum Girls	http://dbpedia.org/resource/Dum_Dum_Girls
12977	The Prids	http://dbpedia.org/resource/The_Prids
10604	Juli	http://dbpedia.org/resource/Juli_(band)
12980	Anthony Green	http://dbpedia.org/resource/Anthony_Green_(musician)
10603	Massari	http://dbpedia.org/resource/Massari
10601	Joseph Vincent	http://dbpedia.org/resource/Joseph_Vincent
10608	Mario	http://dbpedia.org/resource/Marion_(band)
12984	Fangoria	http://dbpedia.org/resource/Fangoria_(band)
12987	Global Deejays	http://dbpedia.org/resource/Global_Deejays
12989	Lisa Hannigan	http://dbpedia.org/resource/Lisa_Hannigan
12988	Thea Gilmore	http://dbpedia.org/resource/Thea_Gilmore
10600	Mario Vazquez	http://dbpedia.org/resource/Mario_Vazquez
10652	Au Pairs	http://dbpedia.org/resource/Au_Pairs_(band)
10654	Mongrel	http://dbpedia.org/resource/Mongrel_(band)
10650	Oceana	http://dbpedia.org/resource/Oceana_(band)
10656	Ben E. King	http://dbpedia.org/resource/Ben_E._King
10657	The Like	http://dbpedia.org/resource/The_Like
10658	Cassius	http://dbpedia.org/resource/Cassius_(band)
10663	Easy Star All-Stars	http://dbpedia.org/resource/Easy_Star_All-Stars
10661	The Cadillacs	http://dbpedia.org/resource/The_Cadillacs
10668	Alex Band	http://dbpedia.org/resource/Alex_Band
10630	Neil Sedaka	http://dbpedia.org/resource/Neil_Sedaka
10631	Vacuum	http://dbpedia.org/resource/Vacuum_(band)
10632	Jo Stafford	http://dbpedia.org/resource/Jo_Stafford
10633	Marc and the Mambas	http://dbpedia.org/resource/Marc_and_the_Mambas
10634	Engelbert Humperdinck	http://dbpedia.org/resource/Engelbert_Humperdinck_(singer)
10637	Pernilla Wahlgren	http://dbpedia.org/resource/Pernilla_Wahlgren
10638	Connie Francis	http://dbpedia.org/resource/Connie_Francis
10639	Slimmy	http://dbpedia.org/resource/Slimmy
10640	Lesley Roy	http://dbpedia.org/resource/Lesley_Roy
10641	Savannah Outen	http://dbpedia.org/resource/Savannah_Outen
10647	Synthetic Breed	http://dbpedia.org/resource/Synthetic_Breed
10646	Icon In Me	http://dbpedia.org/resource/Icon_in_me
10699	Antoine Clamaran	http://dbpedia.org/resource/Antoine_Clamaran
12918	Band of Skulls	http://dbpedia.org/resource/Band_of_Skulls
10697	Audible	http://dbpedia.org/resource/Audible
12917	The Ropes	http://dbpedia.org/resource/The_Ropes
12911	The Answer	http://dbpedia.org/resource/The_Answer_(band)
10694	Bobina	http://dbpedia.org/resource/Bobina
10693	Canto dos Malditos na Terra do Nunca	http://dbpedia.org/resource/Canto_dos_Malditos_na_Terra_do_Nunca
10691	Madredeus	http://dbpedia.org/resource/Madredeus_(band)
12909	The Parlor Mob	http://dbpedia.org/resource/The_Parlor_Mob
12921	Amaral	http://dbpedia.org/resource/Amaral_(band)
12928	Keiko Matsui	http://dbpedia.org/resource/Keiko_Matsui
12927	Merche	http://dbpedia.org/resource/Merche
12926	Pastora Soler	http://dbpedia.org/resource/Pastora_Soler
12924	El Sueño de Morfeo	http://dbpedia.org/resource/El_Sue%C3%B1o_de_Morfeo
12923	Fito & Fitipaldis	http://dbpedia.org/resource/Fito_&_Fitipaldis
12922	Sergio Dalma	http://dbpedia.org/resource/Sergio_Dalma
12919	Waikiki	http://dbpedia.org/resource/Waikiki_(band)
10679	Jessica Harp	http://dbpedia.org/resource/Jessica_Harp
